#Number of Samples: 5
#Total Number of Reads: 1275830
#S1	flua.kraken2_kreport.txt
#S2	sample2.kraken2_kreport.txt
#S3	measle.kraken2_kreport.txt
#S4	flub.kraken2_kreport.txt
#S5	sample1.kraken2_kreport.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	lvl_type	taxid	name
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	540747	                  Roseovarius indicus
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	G	58842	                Sagittula
0.0004	5	0	0	0	0	0	5	0	0	0	0	0	G	188905	                Jannaschia
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	3038773	                  Jannaschia ovalis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2645469	                  unclassified Jannaschia
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2867012	                    Jannaschia sp. W003
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	1434019	                Mameliella
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G1	2630630	                  unclassified Mameliella
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1924940	                    Mameliella sp.
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	191028	                Leisingera
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G1	2614906	                  unclassified Leisingera
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2867016	                    Leisingera sp. S132
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	60136	                Sulfitobacter
0.0002	3	2	0	0	0	0	3	2	0	0	0	0	G1	196795	                  unclassified Sulfitobacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2587855	                    Sulfitobacter sp. THAF37
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	263377	                Salipiger
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G1	2640570	                  unclassified Salipiger
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1792508	                    Salipiger sp. CCB-MM3
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	367771	                Marinovum
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	42444	                  Marinovum algicola
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	335927	                Thalassovita
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2619711	                  unclassified Thalassovita
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1979401	                    Thalassovita sp.
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	93682	                Roseivivax
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2639302	                  unclassified Roseivivax
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2587852	                    Roseivivax sp. THAF30
0.0098	125	0	0	0	0	0	125	0	0	0	0	0	F	31989	              Paracoccaceae
0.0042	53	1	0	0	0	0	53	1	0	0	0	0	G	265	                Paracoccus
0.0016	21	21	0	0	0	0	21	21	0	0	0	0	S	364199	                  Paracoccus homiensis
0.0011	14	1	0	0	0	0	14	1	0	0	0	0	G1	2688777	                  unclassified Paracoccus (in: a-proteobacteria)
0.0010	13	13	0	0	0	0	13	13	0	0	0	0	S	3138066	                    Paracoccus sp. ME4
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	2812658	                  Paracoccus methylovorus
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	1545044	                  Paracoccus sanguinis
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3017783	                  Paracoccus sediminicola
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1077935	                  Paracoccus zhejiangensis
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	59779	                  Paracoccus marcusii
0.0028	36	0	0	0	0	0	36	0	0	0	0	0	G	56999	                Amaricoccus
0.0028	36	0	0	0	0	0	36	0	0	0	0	0	G1	2633320	                  unclassified Amaricoccus
0.0028	36	36	0	0	0	0	36	36	0	0	0	0	S	3368557	                    Amaricoccus sp. B4
0.0018	23	0	0	0	0	0	23	0	0	0	0	0	G	1209946	                Roseicitreum
0.0018	23	23	0	0	0	0	23	23	0	0	0	0	S	564137	                  Roseicitreum antarcticum
0.0004	5	0	0	0	0	0	5	0	0	0	0	0	G	1679449	                Pseudooceanicola
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	2613965	                  Pseudooceanicola spongiae
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	G	1653176	                Cereibacter
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	2083206	                Tritonibacter
0.0002	2	1	0	0	0	0	2	1	0	0	0	0	S	379347	                  Tritonibacter mobilis
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S1	1265309	                    Tritonibacter mobilis F1926
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	1844015	                Pontivivens
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2758038	                  Pontivivens nitratireducens
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	1443919	                Tabrizicola
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2494374	                  Tabrizicola piscis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	2663134	                Pseudogemmobacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1075	                  Pseudogemmobacter blasticus
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	2211638	                Limimaricola
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1492771	                  Limimaricola variabilis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	O1	3374108	              Rhodobacter group
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	1060	                Rhodobacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1850250	                  Rhodobacter xanthinilyticus
0.0264	337	0	0	0	0	0	337	0	0	0	0	0	O	204441	            Rhodospirillales
0.0258	329	0	0	0	0	0	329	0	0	0	0	0	F	2829815	              Azospirillaceae
0.0248	316	307	0	0	0	0	316	307	0	0	0	0	G	191	                Azospirillum
0.0006	8	8	0	0	0	0	8	8	0	0	0	0	S	92933	                  Azospirillum doebereinerae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2970906	                  Azospirillum argentinense
0.0005	6	0	0	0	0	0	6	0	0	0	0	0	G	1543704	                Niveispirillum
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	1612173	                  Niveispirillum cyanobacteriorum
0.0004	5	0	0	0	0	0	5	0	0	0	0	0	G	204447	                Skermanella
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	1817965	                  Skermanella rosea
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	1543705	                Nitrospirillum
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	S	3144925	                  Nitrospirillum viridazoti
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S1	1441467	                    Nitrospirillum viridazoti CBAmc
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	F	41295	              Rhodospirillaceae
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	2811387	                Aerophototrophica
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1709002	                  Aerophototrophica crusticola
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	13134	                Magnetospirillum
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	2617991	                  unclassified Magnetospirillum
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1639348	                    Magnetospirillum sp. ME-1
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	F	2844864	              Thalassobaculaceae
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	526215	                Thalassobaculum
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G1	2632499	                  unclassified Thalassobaculum
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3100173	                    Thalassobaculum sp. OXR-137
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	F	597359	              Kiloniellaceae
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	1647175	                Aestuariispira
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2775080	                  Aestuariispira ectoiniformans
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	F	3031144	              Dongiaceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	2705399	                Hypericibacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2602016	                  Hypericibacter adhaerens
0.0025	32	0	0	0	0	0	32	0	0	0	0	0	O	3108222	            Geminicoccales
0.0025	32	0	0	0	0	0	32	0	0	0	0	0	F	2066434	              Geminicoccaceae
0.0025	32	25	0	0	0	0	32	25	0	0	0	0	G	171436	                Tistrella
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	171437	                  Tistrella mobilis
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	657419	                  Tistrella bauzanensis
0.0009	12	0	0	0	0	0	12	0	0	0	0	0	O	3120395	            Acetobacterales
0.0007	9	0	0	0	0	0	9	0	0	0	0	0	F	3385906	              Roseomonadaceae
0.0003	4	0	0	0	0	0	4	0	0	0	0	0	G	35812	                Roseococcus
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2771361	                  Roseococcus microcysteis
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	1706033	                Sediminicoccus
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1225128	                  Sediminicoccus rosea
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G	125216	                Roseomonas
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2768161	                  Roseomonas marmotae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1750527	                  Roseomonas fluvialis
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	F	433	              Acetobacteraceae
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	91914	                Asaia
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	415421	                  Asaia lannensis
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G	434	                Acetobacter
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	G1	151157	                  Acetobacter subgen. Acetobacter
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	435	                    Acetobacter aceti
0.0001	1	0	0	0	0	0	1	0	0	0	0	0	F	3385905	              Acidocellaceae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	G	522	                Acidiphilium
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	O	2800059	            Maricaulales
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	F	2800061	              Maricaulaceae
0.0002	3	0	0	0	0	0	3	0	0	0	0	0	G	74317	                Maricaulis
0.0002	3	1	0	0	0	0	3	1	0	0	0	0	S	74318	                  Maricaulis maris
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S1	394221	                    Maricaulis maris MCS10
10.3311	131807	182	749	0	6	0	131036	182	0	0	16	0	C	1236	          Gammaproteobacteria
10.0352	128032	7	0	0	3	0	128026	7	0	0	3	0	O	72274	            Pseudomonadales
10.0346	128025	7932	0	0	3	0	128019	7932	0	0	3	0	F	135621	              Pseudomonadaceae
9.4061	120006	100261	0	0	3	1	120001	100259	0	0	2	1	G	286	                Pseudomonas
1.1145	14219	13020	0	0	0	0	14219	13020	0	0	0	0	G1	196821	                  unclassified Pseudomonas
0.0313	399	399	0	0	0	0	399	399	0	0	0	0	S	2054919	                    Pseudomonas sp. S09G 359
0.0270	344	344	0	0	0	0	344	344	0	0	0	0	S	2219057	                    Pseudomonas sp. LG1E9
0.0036	46	46	0	0	0	0	46	46	0	0	0	0	S	3240790	                    Pseudomonas sp. NT2
0.0028	36	36	0	0	0	0	36	36	0	0	0	0	S	2870840	                    Pseudomonas sp. DR208
0.0020	25	25	0	0	0	0	25	25	0	0	0	0	S	2777367	                    Pseudomonas sp. OST1909
0.0017	22	22	0	0	0	0	22	22	0	0	0	0	S	2954096	                    Pseudomonas sp. FP597
0.0012	15	15	0	0	0	0	15	15	0	0	0	0	S	1382237	                    Pseudomonas sp. OVF7
0.0012	15	15	0	0	0	0	15	15	0	0	0	0	S	3087234	                    Pseudomonas sp. MUP55
0.0011	14	14	0	0	0	0	14	14	0	0	0	0	S	2954094	                    Pseudomonas sp. FP453
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	3392115	                    Pseudomonas sp. YJ42
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	3068990	                    Pseudomonas sp. App30
0.0009	11	11	0	0	0	0	11	11	0	0	0	0	S	1344094	                    Pseudomonas sp. HN11
0.0009	11	11	0	0	0	0	11	11	0	0	0	0	S	2025658	                    Pseudomonas sp. NS1(2017)
0.0008	10	10	0	0	0	0	10	10	0	0	0	0	S	528343	                    Pseudomonas sp. G11
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S	3020843	                    Pseudomonas sp. Q1-7
0.0006	8	8	0	0	0	0	8	8	0	0	0	0	S	3048630	                    Pseudomonas sp. MH9.3
0.0006	8	8	0	0	0	0	8	8	0	0	0	0	S	2994661	                    Pseudomonas sp. SL4(2022)
0.0006	8	8	0	0	0	0	8	8	0	0	0	0	S	2954091	                    Pseudomonas sp. FP2309
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	2883205	                    Pseudomonas sp. L5B5
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	2954092	                    Pseudomonas sp. FP2335
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	2678258	                    Pseudomonas sp. Cab53
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	2730848	                    Pseudomonas sp. ADAK18
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	3388491	                    Pseudomonas sp. MPB26
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	2774459	                    Pseudomonas sp. IzPS59
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	2954093	                    Pseudomonas sp. FP2338
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	517398	                    Pseudomonas sp. D3
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	3141539	                    Pseudomonas sp. F3-2
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2972478	                    Pseudomonas sp. LS1212
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2895473	                    Pseudomonas sp. B21-015
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	3388490	                    Pseudomonas sp. MPB23
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2730847	                    Pseudomonas sp. ADAK13
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	2975049	                    Pseudomonas sp. N3-W
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2921518	                    Pseudomonas sp. FSL L8-0168
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3398357	                    Pseudomonas sp. LT1P18
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3399680	                    Pseudomonas sp. COR18
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	75692	                    Pseudomonas sp. 273
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3402862	                    Pseudomonas sp. NFX224
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1173288	                    Pseudomonas sp. R4-39-08
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2895495	                    Pseudomonas sp. B21-056
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2590776	                    Pseudomonas sp. NIBRBAC000502773
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1573719	                    Pseudomonas sp. S35
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	3019968	                    Pseudomonas sp. MM227
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2749999	                    Pseudomonas sp. RtIB026
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2976884	                    Pseudomonas sp. FJ2-5-13
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	2895486	                    Pseudomonas sp. B21-040
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1027966	                    Pseudomonas sp. HR96
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3077589	                    Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2804761	                    Pseudomonas sp. 15A4
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2678260	                    Pseudomonas sp. Ost2
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3040605	                    Pseudomonas sp. nanlin1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3029060	                    Pseudomonas sp. PSKL.D1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3388489	                    Pseudomonas sp. MPB03
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2855434	                    Pseudomonas sp. AO-1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2320270	                    Pseudomonas sp. DG56-2
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2745519	                    Pseudomonas sp. OE 28.3
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2201356	                    Pseudomonas sp. 31-12
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2126069	                    Pseudomonas sp. LBUM920
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	1611770	                    Pseudomonas sp. MRSN 12121
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2748080	                    Pseudomonas sp. ABC1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	3399679	                    Pseudomonas sp. OHS18
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	95619	                    Pseudomonas sp. M1
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2871095	                    Pseudomonas sp. DR48
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1173270	                    Pseudomonas sp. R1-43-08
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2898483	                    Pseudomonas sp. 7-41
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	118613	                    Pseudomonas sp. B10
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3137451	                    Pseudomonas sp. G.S.17
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	147212	                    Pseudomonas sp. SW-3
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1173283	                    Pseudomonas sp. R3-18-08
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1173284	                    Pseudomonas sp. R3-52-08
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3399121	                    Pseudomonas sp. NFX71
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3230490	                    Pseudomonas sp. HT11
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2899657	                    Pseudomonas sp. Nvir
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2895490	                    Pseudomonas sp. B21-048
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2895472	                    Pseudomonas sp. B21-012
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2895487	                    Pseudomonas sp. B21-041
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1573720	                    Pseudomonas sp. S49
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	658644	                    Pseudomonas sp. R5-89-07
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2954078	                    Pseudomonas sp. FP1740
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3388343	                    Pseudomonas sp. L7
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2954099	                    Pseudomonas sp. FP818
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2895480	                    Pseudomonas sp. B21-028
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2954079	                    Pseudomonas sp. FP1742
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3235111	                    Pseudomonas sp. B22129
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1534110	                    Pseudomonas sp. DR 5-09
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3379129	                    Pseudomonas sp. M20
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2738126	                    Pseudomonas sp. FP215
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3048629	                    Pseudomonas sp. MH9.2
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2498848	                    Pseudomonas sp. MPC6
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2862945	                    Pseudomonas sp. ArH3a
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3043445	                    Pseudomonas sp. P8_241
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3048622	                    Pseudomonas sp. DC1.2
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2706126	                    Pseudomonas sp. OIL-1
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2841064	                    Pseudomonas sp. SK3(2021)
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3115647	                    Pseudomonas sp. ZY71
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2815936	                    Pseudomonas sp. PP3
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2730851	                    Pseudomonas sp. ADAK22
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3122079	                    Pseudomonas sp. MAG733B
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3048583	                    Pseudomonas sp. 10S4
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2653853	                    Pseudomonas sp. SCB32
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	1856685	                    Pseudomonas sp. TCU-HL1
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2614442	                    Pseudomonas sp. LPB0260
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2605424	                    Pseudomonas sp. J380
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2983246	                    Pseudomonas sp. SO81
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3127460	                    Pseudomonas sp. AE27
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2986947	                    Pseudomonas sp. WJP1
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3048607	                    Pseudomonas sp. CCC3.1
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2991051	                    Pseudomonas sp. KU26590
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	2866282	                    Pseudomonas sp. PS1(2021)
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	3122375	                    Pseudomonas sp. ML2-2023-3
0.3667	4678	199	0	0	0	0	4678	199	0	0	0	0	G1	136843	                  Pseudomonas fluorescens group
0.2933	3742	3742	0	0	0	0	3742	3742	0	0	0	0	S	1114970	                    Pseudomonas ogarae
0.0281	358	358	0	0	0	0	358	358	0	0	0	0	S	47883	                    Pseudomonas synxantha
0.0211	269	269	0	0	0	0	269	269	0	0	0	0	S	651740	                    Pseudomonas cedrina
0.0013	17	17	0	0	0	0	17	17	0	0	0	0	S	76761	                    Pseudomonas veronii
0.0010	13	13	0	0	0	0	13	13	0	0	0	0	S	200451	                    Pseudomonas poae
0.0010	13	13	0	0	0	0	13	13	0	0	0	0	S	294	                    Pseudomonas fluorescens
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	200450	                    Pseudomonas trivialis
0.0009	11	11	0	0	0	0	11	11	0	0	0	0	S	76758	                    Pseudomonas orientalis
0.0008	10	10	0	0	0	0	10	10	0	0	0	0	S	76760	                    Pseudomonas rhodesiae
0.0008	10	10	0	0	0	0	10	10	0	0	0	0	S	298	                    Pseudomonas marginalis
0.0005	7	7	0	0	0	0	7	7	0	0	0	0	S	29442	                    Pseudomonas tolaasii
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	47878	                    Pseudomonas azotoformans
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	75588	                    Pseudomonas libanensis
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	78543	                    Pseudomonas migulae
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	129817	                    Pseudomonas brenneri
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2899822	                    Pseudomonas petroselini
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	46679	                    Pseudomonas mucidolens
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	169669	                    Pseudomonas extremorientalis
0.0344	439	439	0	0	0	0	439	439	0	0	0	0	S	122355	                  Pseudomonas psychrophila
0.0124	158	3	0	0	0	0	158	3	0	0	0	0	G1	136849	                  Pseudomonas syringae group
0.0114	146	0	0	0	0	0	146	0	0	0	0	0	G2	251695	                    Pseudomonas syringae group genomosp. 1
0.0114	146	145	0	0	0	0	146	145	0	0	0	0	S	317	                      Pseudomonas syringae
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S1	1357279	                        Pseudomonas syringae CC1557
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	1451454	                    Pseudomonas caspiana
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	50340	                    Pseudomonas fuscovaginae
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	36746	                    Pseudomonas cichorii
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	33069	                    Pseudomonas viridiflava
0.0029	37	1	0	0	0	0	37	1	0	0	0	0	G1	136841	                  Pseudomonas aeruginosa group
0.0028	36	36	0	0	0	0	36	36	0	0	0	0	S	287	                    Pseudomonas aeruginosa
0.0020	26	26	0	0	0	0	26	26	0	0	0	0	S	244566	                  Pseudomonas lurida
0.0013	17	0	0	0	0	0	17	0	0	0	0	0	G1	136842	                  Pseudomonas chlororaphis group
0.0008	10	5	0	0	0	0	10	5	0	0	0	0	S	587753	                    Pseudomonas chlororaphis
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S1	587851	                      Pseudomonas chlororaphis subsp. aureofaciens
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S1	86192	                      Pseudomonas chlororaphis subsp. aurantiaca
0.0003	4	4	0	0	0	0	4	4	0	0	0	0	S	380021	                    Pseudomonas protegens
0.0002	2	0	0	0	0	0	2	0	0	0	0	0	G2	3050020	                    unclassified Pseudomonas chlororaphis group
0.0002	2	2	0	0	0	0	2	2	0	0	0	0	S	2497162	                      Pseudomonas sp. JDS08PS003
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S	86185	                    Pseudomonas lundensis
0.0013	16	0	0	0	0	0	16	0	0	0	0	0	G1	136845	                  Pseudomonas putida group
0.0010	13	12	0	0	0	0	13	12	0	0	0	0	S	303	                    Pseudomonas putida
0.0001	1	1	0	0	0	0	1	1	0	0	0	0	S1	1331671	                      Pseudomonas putida H8234
0.0002	3	3	0	0	0	0	3	3	0	0	0	0	S	47885	                    Pseudomonas oryzihabitans
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	915099	                  Pseudomonas canadensis
0.0009	12	12	0	0	0	0	12	12	0	0	0	0	S	2745518	                  Pseudomonas tritici
0.0008	10	10	0	0	1	1	8	8	0	0	1	1	S	515393	                  Pseudomonas yamanorum
0.0008	10	10	0	0	1	1	9	9	0	0	0	0	S	191390	                  Pseudomonas palleroniana
0.0007	9	9	0	0	0	0	9	9	0	0	0	0	S	321846	                  Pseudomonas simiae
0.0006	8	8	0	0	0	0	8	8	0	0	0	0	S	2842349	                  Pseudomonas asgharzadehiana
0.0005	6	6	0	0	0	0	6	6	0	0	0	0	S	1880678	                  Pseudomonas sivasensis
0.0004	5	5	0	0	0	0	5	5	0	0	0	0	S	1148509	                  Pseudomonas prosekii
